DateTime,Total Invested,Total Current Value,Total Gain/Loss,Total Gain/Loss %
2025-11-16 18:46:40,90015.0,288482.1938781738,198467.19387817383,220.48235724954048
2025-11-16 18:50:13,90015.0,288482.1938781738,198467.19387817383,220.48235724954046
